[fangmq@cn18%yhstar memory_latency]$ ./latency 
step:register	 constant	 shared	 local	 global	 texture
841:	0.157292	121.088806	47.738285	205.452087	220.379700	109.884384
842:	0.156771	121.084122	47.738285	202.529434	217.388290	105.910683
843:	0.149740	71.806778	47.760941	204.466675	219.375793	109.868492
844:	0.152604	103.164848	47.552345	203.501053	218.415375	105.917717
845:	0.157292	107.813545	47.406513	205.452621	220.342712	109.876572
846:	0.187760	121.084900	47.552345	203.526306	218.412247	105.920837
847:	0.221354	107.657036	47.760941	204.483597	219.391418	109.875786
848:	0.150000	121.075790	47.730732	202.515900	217.403397	105.906776
849:	0.255729	120.995842	47.738285	205.454178	220.394547	109.874748
850:	0.194010	121.080215	47.726566	202.514847	217.423187	105.915894
851:	0.224740	121.075790	47.760941	204.472153	219.380737	109.871101
852:	0.221354	121.082817	47.738285	203.495850	218.414597	105.910942
853:	0.151823	67.258080	47.760941	204.482559	219.389069	109.862244
854:	0.222396	85.189331	47.738285	203.481262	218.406525	105.909637
855:	0.152604	121.074745	47.730732	204.492981	219.393494	109.870056
856:	0.185938	121.084381	47.789066	203.498962	218.417725	105.913544
857:	0.153385	121.062248	47.756775	204.473709	219.375793	109.866669
858:	0.257812	121.077614	47.760941	202.523193	217.413559	105.917450
859:	0.222396	73.654953	47.738285	204.479431	219.403915	109.870316
860:	0.191406	121.079430	47.760941	202.473450	217.395844	105.908600
861:	0.157292	121.085686	47.435680	205.475006	220.391159	109.871361
862:	0.222396	76.303650	47.738285	203.491150	218.402878	105.920837
863:	0.151823	107.670837	47.789066	204.478394	219.350525	109.868759
864:	0.225260	121.088287	47.727345	203.464859	218.420319	105.921356
865:	0.222396	121.085159	47.738285	205.445847	220.403397	109.865891
866:	0.223958	103.780212	47.726566	202.497147	217.364853	105.914848
867:	0.219531	112.698181	47.760941	204.489853	219.397141	109.879433
868:	0.149740	121.075790	47.760941	202.472931	217.398193	105.928391
869:	0.157292	86.527351	47.730732	204.488556	219.370331	109.875008
870:	0.252083	121.077087	47.760941	202.483871	217.402878	105.910423
871:	0.190104	121.081520	47.789066	204.476318	219.389069	109.867455
872:	0.256771	121.086464	47.714848	203.497925	218.378662	105.911461
873:	0.157292	121.089066	47.553909	205.463547	220.392197	109.863548
874:	0.158854	121.082817	47.714848	203.493759	218.399750	105.902351
875:	0.149740	121.075790	47.730732	204.486725	219.371368	109.872139
876:	0.223958	103.117455	47.760941	202.482300	217.403656	105.916672
877:	0.253646	71.675781	47.730732	204.485428	219.398453	109.877869
878:	0.252083	58.195057	47.760941	202.504181	217.359909	105.908081
879:	0.157292	89.707298	47.406513	205.471893	220.383606	109.869797
880:	0.191927	121.078392	47.726566	202.505997	217.388550	105.913544
881:	0.157292	121.088547	47.734116	205.489853	220.385162	109.889069
882:	0.152604	121.078911	47.793232	202.519028	217.412506	105.915367
883:	0.157292	121.094276	47.553909	205.456268	220.396881	109.867973
884:	0.194792	121.080734	47.760941	202.496109	217.370056	105.914848
885:	0.183594	121.089592	47.734116	205.484650	220.389862	109.866669
886:	0.225000	112.157036	47.726566	202.526306	217.406006	105.910164
887:	0.157292	112.203133	47.567711	205.453140	220.368759	109.864853
888:	0.219271	121.083076	47.726566	202.513809	217.397675	105.916931
889:	0.222396	121.070061	47.435680	205.464600	220.392715	109.862762
890:	0.191406	103.214066	47.760941	202.523193	217.346100	105.918755
891:	0.183073	107.649742	47.406513	205.458344	220.384125	109.861206
892:	0.188542	121.087242	47.760941	202.502350	217.402878	105.911728
893:	0.252344	98.810158	47.730732	204.466934	219.344284	109.866150
894:	0.191927	121.079956	47.789066	202.487503	217.408340	105.916412
895:	0.152083	121.085945	47.789066	204.473450	219.382050	109.874748
896:	0.191406	120.551826	47.760941	202.542984	217.483078	105.917450
897:	0.152604	121.079170	47.567711	204.483597	219.391418	109.867455
898:	0.221354	112.239586	47.531513	203.491684	218.389328	105.920319
899:	0.183594	74.352867	47.553909	205.463547	220.277359	109.864853
900:	0.149740	121.080994	47.726566	202.468246	217.410950	105.904953
901:	0.253646	62.964848	47.760941	204.485687	219.372147	109.870575
902:	0.185938	121.090111	47.738285	203.492722	218.249496	105.906776
903:	0.221354	121.072144	47.756775	204.490112	219.394287	109.873703
904:	0.223177	121.094795	47.552345	203.497925	218.382828	105.916672
905:	0.186719	121.014069	47.435680	205.468765	220.238815	109.868233
906:	0.216146	121.078911	47.738285	202.491684	217.400787	105.901047
907:	0.155990	121.092712	47.730732	205.477356	220.392197	109.885681
908:	0.221354	121.089592	47.552345	203.519028	218.266159	105.924484
909:	0.222396	98.636200	47.760941	204.475525	219.385681	109.870575
910:	0.188542	58.238285	47.760941	202.506256	217.407822	105.894798
911:	0.152604	80.734116	47.789066	204.487778	219.253403	109.869019
912:	0.156771	121.089592	47.714848	203.541931	218.389587	105.917976
913:	0.188542	121.076309	47.760941	204.479691	219.394028	109.875786
914:	0.194792	121.074745	47.738285	202.519028	217.281784	105.910942
915:	0.184896	121.053650	47.406513	205.458862	220.380478	109.865112
916:	0.150000	121.006256	47.793232	202.477097	217.395065	105.911201
917:	0.152604	121.087242	47.738285	205.455215	220.271362	109.873444
918:	0.156771	60.350002	47.552345	203.494797	218.382050	105.916412
919:	0.190885	121.077614	47.760941	204.482040	219.385162	109.866409
920:	0.188542	121.080734	47.789066	202.483337	217.252090	105.919540
921:	0.160156	103.743759	47.738285	205.481262	220.398712	109.860420
922:	0.221354	87.459381	47.552345	203.491684	218.383606	105.911987
923:	0.222656	121.086983	47.553909	205.462509	220.279694	109.876045
924:	0.157292	121.086983	47.552345	203.494278	218.397141	105.909378
925:	0.157292	64.821617	47.760941	204.481781	219.338806	109.862244
926:	0.219271	121.077614	47.760941	202.515640	217.262253	105.914589
927:	0.222396	121.085686	47.738285	205.460434	220.378662	109.883080
928:	0.223958	121.075790	47.789066	202.452087	217.408340	105.923180
929:	0.182813	121.089333	47.435680	205.473969	220.323975	109.868759
930:	0.183333	94.203133	47.552345	203.525269	218.411209	105.902611
931:	0.226302	53.789848	47.738285	205.467712	220.353912	109.864326
932:	0.221354	103.132294	47.552345	203.500793	218.285431	105.900528
933:	0.157292	121.083336	47.406513	205.454178	220.390121	109.872925
934:	0.223958	121.080994	47.793232	202.492462	217.386475	105.910942
935:	0.191927	121.021103	47.738285	204.485687	219.273712	109.864853
936:	0.149740	121.007820	47.789066	202.510681	217.395065	105.908081
937:	0.157292	121.088028	47.406513	205.489853	220.369537	109.866669
938:	0.225000	121.077087	47.789066	202.490631	217.388031	105.906258
939:	0.221354	121.076050	47.730732	204.482819	219.389328	109.874748
940:	0.191406	121.075790	47.738285	202.505478	217.384384	105.909119
941:	0.257292	103.132034	47.734116	205.461472	220.363556	109.880997
942:	0.284115	121.090111	47.738285	203.507309	218.410431	105.903130
943:	0.184896	121.090111	47.553909	205.490631	220.359390	109.875267
944:	0.191406	121.080994	47.726566	202.513809	217.385956	105.904953
945:	0.152865	62.829430	47.730732	204.474228	219.368500	109.865631
946:	0.186458	94.151566	47.738285	203.494797	218.398972	105.910423
947:	0.188542	121.076828	47.730732	204.493240	219.391418	109.880478
948:	0.225000	121.077873	47.760941	202.502350	217.404175	105.907822
949:	0.190625	112.115891	47.760941	204.485687	219.354965	109.873703
950:	0.160156	121.090370	47.738285	203.521622	218.421371	105.920059
951:	0.221354	68.573441	47.760941	204.504440	219.401306	109.875267
952:	0.222656	121.093758	47.531513	203.501053	218.404434	105.904175
953:	0.253646	121.084381	47.793232	204.470840	219.392975	109.867973
954:	0.185938	121.083336	47.727345	203.489594	218.402100	105.922401
955:	0.190104	98.685425	47.760941	204.459381	219.343246	109.874748
956:	0.222656	67.305992	47.738285	203.501053	218.402878	105.920319
957:	0.157292	121.092712	47.406513	205.470840	220.373444	109.865631
958:	0.221875	121.078911	47.760941	202.483337	217.398712	105.914070
959:	0.222656	121.083336	47.738285	205.462509	220.392197	109.862503
960:	0.186458	121.088547	47.738285	203.514587	218.485168	105.919273
961:	0.188542	116.657036	47.730732	204.478394	219.364853	109.877350
962:	0.218750	121.087509	47.789066	202.482300	217.409393	105.912766
963:	0.220833	107.663284	47.789066	204.478394	219.386475	109.867973
964:	0.188542	67.314064	47.760941	202.542984	217.418503	105.913284
965:	0.225781	121.088028	47.738285	205.469803	220.385162	109.869537
966:	0.225000	121.078133	47.760941	202.490631	217.408081	105.916412
967:	0.221354	78.040886	47.760941	204.478912	219.361206	109.874481
968:	0.151302	121.078911	47.738285	202.486465	217.408859	105.910423
969:	0.222135	121.088287	47.553909	205.482559	220.384903	109.867455
970:	0.186198	58.422920	47.552345	203.524231	218.443497	105.919800
971:	0.151823	121.084122	47.730732	204.477356	219.396362	109.862244
972:	0.191406	121.083336	47.738285	202.494537	217.403915	105.913811
973:	0.253125	121.083076	47.789066	204.465897	219.367462	109.879433
974:	0.222656	121.089851	47.738285	203.505219	218.421890	105.913544
975:	0.151823	71.831512	47.567711	204.473190	219.386475	109.870575
976:	0.156771	121.089592	47.552345	203.515640	218.408081	105.910942
977:	0.157292	121.091675	47.406513	205.469803	220.384903	109.876045
978:	0.151302	121.075523	47.760941	202.515900	217.417465	105.910942
979:	0.220313	99.315887	47.789066	204.481522	219.378662	109.866150
980:	0.182813	103.182297	47.714848	203.507309	218.425537	105.902611
981:	0.222396	121.080475	47.730732	204.494019	219.387772	109.872665
982:	0.160156	121.086464	47.714848	203.494797	218.383087	105.908600
983:	0.152865	54.058334	47.793232	204.482559	219.362518	109.870842
984:	0.223958	121.078392	47.726566	202.486465	217.410172	105.916412
985:	0.151823	121.078911	47.756775	204.473450	219.360428	109.871101
986:	0.187500	65.114586	47.552345	203.516678	218.397400	105.903130
987:	0.222396	121.076828	47.730732	204.462509	219.396362	109.866936
988:	0.255990	121.082039	47.738285	202.509125	217.395065	105.906517
989:	0.190625	103.211723	47.793232	204.483597	219.387772	109.873184
990:	0.194010	121.085945	47.789066	202.488556	217.401047	105.911987
991:	0.190885	54.290108	47.760941	204.482040	219.278137	109.878128
992:	0.188542	121.077873	47.730732	202.479431	217.422409	105.908600
993:	0.222917	69.576042	47.734116	205.446884	220.429962	109.883339
994:	0.256771	121.093758	47.738285	203.491684	218.388809	105.902611
995:	0.157292	112.092194	47.567711	205.473969	220.390640	109.855995
996:	0.185938	121.031258	47.738285	203.508087	218.384903	105.903648
997:	0.157292	121.089592	47.734116	205.495850	220.354172	109.871880
998:	0.160156	94.356773	47.552345	203.502090	218.392715	105.921356
999:	0.221354	120.932816	47.738285	204.462250	219.407043	109.868233
1000:	0.158854	120.978653	47.714848	203.503128	218.358337	105.917717
1001:	0.222135	121.065628	47.734116	205.481522	220.381256	109.870316
1002:	0.283854	121.093239	47.714848	203.500015	218.397141	105.921356
1003:	0.152604	121.039589	47.760941	204.465637	219.369537	109.870575
1004:	0.191406	121.077873	47.726566	202.494019	217.407043	105.913811
1005:	0.190885	121.074745	47.730732	204.491943	219.389069	109.855217
1006:	0.198438	121.080475	47.726566	202.486465	217.385162	105.915894
1007:	0.221354	121.076828	47.730732	204.485947	219.370056	109.870842
1008:	0.188542	121.077873	47.730732	202.510681	217.392456	105.910942
1009:	0.254948	121.091934	47.553909	205.459381	220.369019	109.883858
1010:	0.150000	121.076050	47.760941	202.515900	217.406265	105.913811
1011:	0.222135	121.085945	47.567711	205.487778	220.380219	109.869537
1012:	0.257031	121.091675	47.727345	203.504181	218.380219	105.911461
1013:	0.151823	121.075005	47.760941	204.490631	219.374237	109.870316
1014:	0.185938	121.091148	47.738285	203.527878	218.407822	105.914330
1015:	0.191406	121.069016	47.789066	204.486725	219.364853	109.871101
1016:	0.222656	121.087509	47.727345	203.497406	218.399490	105.914070
1017:	0.188542	112.092972	47.756775	204.486725	219.398712	109.860947
1018:	0.219271	103.098961	47.760941	202.478134	217.386475	105.912506
1019:	0.151823	94.109383	47.406513	205.458344	220.392975	109.878387
1020:	0.219271	85.099487	47.760941	202.497665	217.407562	105.915367
1021:	0.155990	76.113808	47.738285	205.498184	220.358337	109.877609
1022:	0.183073	67.113548	47.531513	203.486465	218.403397	105.919273
1023:	0.149740	58.102608	47.793232	204.485168	219.394547	109.867973
1024:	0.255469	48.179951	47.760941	47.818493	217.108612	105.923706
average:	0.189208	110.132619	47.689866	203.747177	218.861052	107.965145	
